meshblock_id,deprivation_index,deprivation_scores
1881200,10,1146
1881300,10,1141
1881401,9,1136
1881500,9,1115
1881600,9,1095
1881700,9,1139
1881800,10,1141
1881901,8,1035
1881902,8,1035
1881903,9,1088
1882001,2,910
1882002,2,910
1882100,6,996
1882200,6,996
1882300,5,961
1882403,2,910
1882404,4,946
1882405,3,924
1882406,3,924
1882505,6,994
1882506,6,994
1882507,6,994
1882508,6,994
1882509,6,994
1882510,2,910
1882511,2,910
1882513,10,1170
1882514,1,891
1882515,3,924
1882600,10,1146
1882701,3,924
1882702,1,891
1882800,3,924
1882900,4,946
1883001,4,946
1883002,3,929
1883101,7,1001
1883202,10,1141
1883203,10,1146
1883204,10,1141
1883205,10,1141
1883206,5,964
1883300,8,1062
1883400,3,932
1883500,2,906
1883701,2,904
1883703,1,891
1883704,6,986
1883705,6,986
1883706,2,904
1883802,2,910
1883803,5,956
1883804,,
1883806,4,951
1883807,1,884
1883808,2,903
1883809,1,891
1883810,3,920
1883901,1,891
1883902,1,891
1883903,1,891
1883904,1,884
1884001,7,1007
1884002,7,1007
1884003,7,1007
1884004,6,991
1884005,6,991
1884006,4,937
1884100,4,937
1884201,2,916
1884202,2,916
1884300,5,964
1884400,2,905
1884501,2,907
1884502,6,976
1884600,1,876
1884701,4,940
1884702,4,940
1884801,3,920
1884802,1,876
1884900,3,932
1885000,3,929
1885200,4,937
1885300,5,965
1885400,5,965
1885500,2,916
1885600,2,916
1885700,4,937
1885801,2,916
1885802,10,1235
1885901,10,1235
1885902,7,1012
1886000,5,965
1886100,3,933
1886200,3,933
1886300,9,1076
1886400,6,990
1886500,10,1143
1886600,7,1016
1886700,8,1049
1886800,9,1106
1886900,8,1049
1887000,9,1106
1887100,3,933
1887200,4,951
1887300,5,972
1887400,3,933
1887500,7,1016
1887600,3,933
1887701,6,999
1887702,6,999
1887800,6,999
1887900,9,1077
1888000,5,966
1888100,5,966
1888200,7,1014
1888300,7,1014
1888400,3,926
1888501,2,910
1888502,2,910
1888600,2,910
1888700,5,963
1888800,7,1016
1888900,7,1016
1889000,6,980
1889100,6,980
1889200,3,932
1889300,6,979
1889400,6,979
1889500,7,1023
1889600,6,983
1889700,3,925
1889800,5,963
1889900,7,1027
1890000,5,971
1890100,9,1101
1890200,5,967
1890300,3,932
1890400,3,930
1890500,9,1080
1890600,3,920
1890701,8,1047
1890702,8,1047
1890800,8,1047
1890900,10,1194
1891000,9,1139
1891100,4,953
1891200,4,953
1891300,9,1109
1891400,9,1139
1891500,8,1047
1891600,7,1013
1891701,3,919
1891702,7,1013
1891800,9,1139
1891900,9,1080
1892000,7,1008
1892100,7,1008
1892200,3,919
1892300,2,910
1892400,2,910
1892500,10,1143
1892600,8,1035
1892700,8,1035
1892800,7,1002
1892900,6,986
1893000,7,1014
1893100,8,1056
1893200,7,1001
1893300,7,1003
1893400,8,1056
1893501,7,1001
1893502,8,1066
1893600,8,1066
1893700,8,1034
1893800,9,1076
1893900,7,1011
1894000,7,1024
1894100,7,1002
1894200,6,978
1894300,7,1024
1894400,7,1009
1894501,9,1101
1894502,9,1101
1894600,7,1006
1894701,9,1101
1894703,9,1101
1894704,10,1154
1894800,10,1154
1894900,7,1018
1895000,9,1116
1895100,6,991
1895200,8,1045
1895300,7,1026
1895400,7,1004
1895500,6,999
1895600,7,1006
1895701,5,964
1895702,5,964
1895801,9,1137
1895802,9,1137
1895900,8,1044
1896000,9,1079
1896100,8,1037
1896200,6,992
1896300,8,1044
1896400,8,1054
1896500,4,950
1896600,1,895
1896700,2,913
1896800,2,913
1896900,8,1052
1897001,7,1024
1897002,7,1024
1897003,7,1024
1897101,7,1024
1897102,7,1022
1897103,7,1022
1897104,7,1022
1897200,8,1048
1897300,2,905
1897400,2,911
1897500,1,878
1897600,1,868
1897700,2,911
1897801,5,964
1897802,1,868
1897900,5,964
1898001,4,939
1898002,5,964
1898100,8,1044
1898200,4,949
1898300,7,1009
1898400,3,933
1898500,4,949
1898600,2,907
1898700,3,933
1898800,1,893
1898901,1,875
1898902,1,893
1899000,2,901
1899100,1,861
1899200,1,862
1899301,4,939
1899302,1,867
1899303,4,939
1899400,4,939
1899500,4,939
1900000,4,940
1900100,8,1058
1900300,1,867
1900400,4,939
1900500,4,939
1900600,8,1058
1900700,8,1058
1900801,2,901
1900802,5,964
1900900,1,895
1901000,2,908
1901100,2,907
1901200,1,892
1901300,1,877
1901400,1,877
1901600,1,876
1901700,2,908
1901800,3,933
1901900,3,933
1902000,1,892
1902101,7,1009
1902102,1,878
1902103,5,956
1902104,4,940
1902105,2,907
1902200,2,904
1902300,5,964
1902400,5,956
1902501,5,956
1902502,1,872
1902600,3,928
1902700,1,872
1902800,2,901
1902900,7,1009
1903000,8,1054
1903100,8,1054
1903200,4,947
1903300,4,946
1903400,4,947
1903500,4,946
1903701,1,877
1903702,1,888
1903703,1,888
1903704,1,877
1903705,1,893
1903706,1,893
1903707,2,911
1903708,1,870
1903709,1,870
1903710,1,875
1903711,3,920
1903712,3,920
1903713,1,866
1903801,2,908
1903802,2,908
1903900,2,908
1904000,2,908
1904100,3,934
1904200,3,934
1904300,4,950
1904400,1,895
1904500,1,895
1904600,1,878
1904700,1,878
1904900,3,930
1905000,7,1026
1905100,7,1026
1905200,8,1038
1905300,8,1038
1905400,8,1055
1905500,8,1038
1905600,8,1038
1905700,10,1163
1905800,10,1163
1906000,10,1163
1906100,8,1038
1906200,10,1163
1906400,10,1163
1906500,10,1163
1906600,10,1237
1906700,8,1032
1906800,7,1020
1906900,6,992
1907000,8,1055
1907100,8,1032
1907200,5,961
1907300,5,961
1907400,5,966
1907500,7,1010
1907600,10,1163
1907700,6,992
1907800,6,992
1907900,6,992
1908000,10,1191
1908100,9,1107
1908200,7,1010
1908300,8,1043
1908400,9,1107
1908500,3,930
1908601,2,917
1908602,6,981
1908700,7,1026
1908800,8,1064
1908900,8,1036
1909000,7,1025
1909100,3,918
1909200,4,941
1909300,6,987
1909400,8,1054
1909500,8,1064
1909600,5,962
1909700,5,962
1909800,4,939
1909900,4,939
1910000,6,987
1910100,8,1054
1910200,9,1096
1910300,7,1004
1910400,7,1004
1910500,3,917
1910601,4,954
1910602,4,939
1910700,5,962
1910800,4,945
1910900,6,981
1911000,6,975
1911102,3,917
1911202,6,981
1911203,5,956
1911204,5,969
1911301,2,903
1911302,5,974
1911303,6,982
1911304,7,1000
1911305,6,987
1911400,5,956
1911500,5,958
1911600,5,969
1911700,5,969
1911800,7,1018
1911901,1,880
1911902,2,911
1912001,5,958
1912002,5,956
1912003,6,995
1912004,8,1044
1912005,7,1011
1912101,4,940
1912103,7,1027
1912104,3,919
1912106,1,877
1912107,6,995
1912108,2,905
1912109,2,905
1912110,1,897
1912111,1,897
1912112,1,897
1912200,5,960
1912301,4,935
1912302,7,1003
1912303,7,1003
1912304,7,1003
1912400,7,1003
1912500,5,968
1912600,5,960
1912700,4,938
1912800,8,1032
1912900,6,984
1913000,5,957
1913100,6,981
1913200,8,1074
1913301,4,935
1913302,4,935
1913303,6,986
1913400,3,922
1913500,6,984
1913601,3,919
1913602,1,857
1913700,9,1109
1913801,10,1161
1913802,9,1090
1913901,9,1092
1913902,8,1065
1914000,6,981
1914100,3,919
1914200,1,888
1914300,3,921
1914400,1,895
1914501,3,919
1914502,3,919
1914601,2,915
1914602,3,919
1914700,6,996
1914800,6,996
1914900,3,921
1915000,2,917
1915100,2,917
1915201,1,881
1915202,1,847
1915203,1,872
1915204,1,881
1915301,1,895
1915302,1,881
1915400,2,899
1915500,1,890
1915700,4,936
1915800,4,935
1915900,4,935
1916000,2,901
1916100,2,901
1916201,2,915
1916300,2,915
1916600,4,947
1916700,4,947
1916800,6,986
1916900,4,935
1917000,6,986
1917301,1,890
1917302,3,923
1917401,1,890
1917403,1,888
1917407,2,902
1917408,1,893
1917409,1,886
1917410,3,923
1917411,3,929
1917412,1,890
1917413,4,945
1917414,3,921
1917415,3,921
1917416,3,921
1917417,3,929
1917418,3,930
1917419,3,930
1917500,1,893
1917601,1,872
1917602,3,924
1917603,1,873
1917700,1,894
1917900,1,892
1918000,1,873
1918100,1,892
1918200,2,906
1918300,2,912
1918500,2,912
1918601,1,877
1918602,1,852
1918701,1,877
1918702,1,852
1918803,2,902
1918804,2,904
1918805,1,885
1918807,1,867
1918808,1,857
1918809,1,857
1918810,4,936
1918901,1,877
1918902,1,896
1918903,4,939
1919000,4,939
1919100,2,912
1919201,1,877
1919204,1,897
1919205,1,854
1919206,1,854
1919300,1,897
1919400,2,901
1919502,1,897
1919503,2,912
1919505,1,881
1919506,2,901
1919507,2,909
1919508,1,880
1919509,2,909
1919510,1,890
1919701,1,885
1919703,3,930
1919704,1,890
1919705,1,890
1919706,1,890
1919802,3,930
1919803,1,885
1919804,2,900
1919805,2,900
1919900,1,898
1920001,3,930
1920002,1,898
1920100,1,898
1920200,1,886
1920300,1,885
1920401,2,900
1920402,2,900
1920403,2,903
1920404,1,885
1920501,3,922
1920502,1,898
1920601,2,903
1920602,3,922
1920700,3,920
1920800,1,884
1920900,1,885
1921000,1,884
1921100,3,922
1921200,1,879
1921304,3,919
1921305,2,902
1921306,1,897
1921307,1,890
1921308,1,890
1921309,1,879
1921310,1,879
1921401,2,913
1921402,3,928
1921403,3,928
1921500,1,892
1921600,2,902
1921700,4,936
1921800,3,917
1921900,4,936
1922001,4,939
1922002,1,897
1922100,4,937
1922201,4,937
1922300,2,899
1922400,3,920
1922502,3,925
1922503,3,925
1922504,3,925
1922601,2,910
1922602,2,910
1922700,2,902
1922801,2,904
1922802,2,913
1922900,3,928
1923000,3,928
1923100,6,981
1923300,7,1009
1923400,5,955
1923500,6,976
1923600,6,979
1923800,5,965
1923900,2,913
1924000,2,914
1924100,5,964
1924200,6,981
1924300,5,964
1924400,2,912
1924500,4,948
1924600,7,1025
1924700,6,994
1924800,6,994
1924900,4,948
1925100,2,912
1925200,9,1076
1925400,7,1019
1925500,2,912
1925600,7,1019
1925700,7,1016
1925900,10,1199
1926000,6,982
1926100,1,887
1926200,2,916
1926300,3,926
1926400,1,887
1926500,2,908
1926800,5,974
1926900,3,932
1927001,5,963
1927002,3,932
1927100,3,923
1927200,5,966
1927301,5,974
1927302,5,963
1927401,3,920
1927402,3,920
1927403,2,908
1927600,5,966
1927700,4,942
1927801,10,1202
1927802,2,912
1927900,6,975
1928000,4,950
1928100,6,989
1928200,2,912
1928300,3,933
1928400,3,930
1928500,3,930
1928600,4,935
1928700,5,959
1928801,5,971
1928802,5,971
1928803,3,930
1928900,6,975
1929000,3,930
1929100,4,947
1929200,4,947
1929300,4,935
1929400,5,963
1929500,7,1003
1929600,7,1003
1929700,7,1003
1929800,6,988
1929901,6,991
1929902,8,1064
1929903,8,1064
1930001,4,949
1930002,8,1064
1930003,4,949
1930004,4,949
1930101,6,991
1930102,4,951
1930103,6,991
1930104,4,951
1930200,5,962
1930300,5,963
1930500,5,963
1930600,9,1074
1930800,6,975
1931000,6,975
1931101,6,987
1931102,9,1099
1931200,4,938
1931301,8,1032
1931302,4,938
1931400,8,1032
1931500,9,1131
1931600,10,1202
1931700,10,1202
1931800,9,1099
1931900,6,998
1932000,9,1131
1932100,7,1009
1932200,7,1009
1932300,10,1202
1932400,10,1266
1932500,10,1200
1932700,9,1121
1932801,6,995
1932802,2,909
1932900,10,1199
1933000,10,1199
1933100,10,1199
1933200,10,1298
1933300,10,1200
1933400,10,1173
1933500,10,1202
1933600,8,1047
1933700,10,1148
1933800,10,1148
1933900,9,1122
1934000,10,1173
1934100,8,1067
1934200,5,966
1934300,5,960
1934400,9,1086
1934700,10,1239
1934800,10,1280
1934900,10,1239
1935000,9,1074
1935100,10,1239
1935200,10,1223
1935300,9,1094
1935400,10,1223
1935500,9,1117
1935600,9,1117
1935700,10,1166
1935800,9,1087
1935900,10,1181
1936000,9,1076
1936100,10,1181
1936200,10,1200
1936300,10,1185
1936400,9,1104
1936500,10,1154
1936600,10,1313
1936700,10,1196
1936800,10,1196
1936900,10,1154
1937000,9,1101
1937100,4,951
1937200,4,951
1937300,8,1031
1937400,9,1121
1937500,9,1121
1937600,9,1121
1937700,9,1121
1937800,10,1185
1937900,9,1103
1938000,9,1104
1938100,9,1135
1938200,9,1104
1938300,10,1194
1938400,9,1135
1938500,8,1072
1938600,8,1072
1938700,8,1072
1938800,9,1076
1938900,10,1212
1939000,10,1212
1939100,10,1200
1939200,9,1101
1939300,9,1101
1939400,9,1136
1939500,9,1136
1939600,7,1010
1939800,10,1239
1939900,9,1099
1940000,10,1142
1940100,10,1170
1940200,10,1215
1940300,10,1170
1940401,9,1140
1940402,9,1087
1940403,9,1087
1940500,9,1117
1940600,9,1094
1940800,3,917
1940900,5,966
1941000,5,966
1941100,5,954
1941200,4,947
1941300,2,909
1941400,2,909
1941500,4,947
1941600,1,871
1941800,1,895
1941900,7,1013
1942000,2,899
1942100,1,860
1942200,2,899
1942301,3,917
1942302,2,908
1942400,5,963
1942500,3,917
1942600,3,917
1942702,7,1011
1942800,7,1014
1942900,7,1000
1943000,7,1011
1943101,7,1011
1943102,9,1088
1943200,9,1088
1943300,9,1088
1943400,10,1149
1943500,4,949
1943600,4,949
1943701,,
1943703,3,923
1943800,5,955
1943901,5,955
1943902,7,1009
1944000,6,980
1944100,2,905
1944200,2,905
1944300,8,1031
1944400,7,1014
1944500,7,1000
1944600,8,1031
1944701,7,1010
1944702,,
1944703,,
1944704,3,923
1944705,,
1944800,9,1111
1944901,4,936
1944902,3,930
1944903,6,980
1944904,3,930
1945000,4,936
1945100,2,908
1945200,2,908
1945300,7,1013
1945400,6,978
1945500,6,978
1945600,3,934
1945700,3,934
1945800,5,972
1945900,6,975
1946000,1,884
1946100,3,918
1946200,8,1064
1946300,8,1064
1946400,10,1187
1946500,5,972
1946600,9,1118
1946700,8,1069
1946800,4,953
1946900,4,937
1947000,7,1002
1947100,4,937
1947200,5,963
1947300,7,1015
1947400,7,1015
1947500,6,995
1947600,3,921
1947700,6,995
1947801,3,924
1947802,3,924
1947803,8,1032
1947804,8,1032
1947900,3,924
1948000,8,1032
1948101,10,1187
1948102,10,1187
1948103,10,1187
1948200,5,959
1948300,6,991
1948400,7,1011
1948500,9,1094
1948600,9,1094
1948700,10,1149
1948800,4,936
1948900,7,1029
1949000,7,1015
1949100,5,963
1949200,10,1167
1949300,9,1111
1949400,9,1135
1949500,10,1167
1949600,9,1135
1949700,10,1193
1949800,7,1009
1949900,10,1163
1950000,9,1108
1950100,9,1108
1950200,8,1056
1950300,9,1137
1950400,9,1118
1950500,8,1062
1950600,3,932
1950700,8,1044
1950800,6,986
1950900,4,936
1951000,8,1056
1951100,5,961
1951200,5,958
1951300,9,1094
1951400,8,1044
1951501,9,1094
1951502,7,1010
1951503,7,1010
1951504,7,1010
1951600,9,1090
1951700,9,1090
1951800,10,1198
1951900,10,1198
1952000,10,1160
1952100,10,1160
1952200,8,1062
1952300,4,952
1952400,1,898
1952500,3,922
1952600,9,1094
1952800,3,934
1952900,4,936
1953000,3,934
1953100,3,922
1953200,9,1084
1953300,9,1084
1953400,9,1084
1953600,7,1029
1953700,7,1029
1953800,9,1084
1953900,9,1095
1954000,10,1218
1954100,9,1084
1954200,9,1084
1954300,10,1218
1954400,10,1218
1954500,10,1167
1954600,10,1199
1954700,10,1239
1954800,9,1134
1954900,9,1140
1955000,9,1140
1955100,9,1083
1955200,9,1111
1955300,9,1111
1955400,9,1111
1955500,10,1226
1955600,10,1174
1955700,10,1183
1955800,10,1257
1955900,10,1257
1956000,9,1131
1956100,9,1131
1956200,10,1168
1956300,10,1168
1956400,10,1206
1956500,10,1183
1956600,10,1151
1956700,10,1206
1956800,10,1241
1956900,10,1206
1957000,6,998
1957100,9,1095
1957200,9,1095
1957300,9,1093
1957400,10,1193
1957500,10,1154
1957600,5,970
1957701,5,970
1957702,10,1193
1957800,10,1154
1957900,10,1199
1958000,10,1199
1958100,10,1173
1958200,10,1229
1958300,10,1229
1958400,10,1156
1958500,10,1156
1958600,10,1169
1958700,10,1156
1958800,10,1236
1958900,10,1236
1959000,9,1125
1959100,9,1131
1959200,4,953
1959300,10,1241
1959400,10,1310
1959500,10,1310
1959600,9,1099
1959700,10,1172
1959800,10,1172
1959900,10,1207
1960001,9,1099
1960002,7,1019
1960003,7,1019
1960004,8,1069
1960100,8,1069
1960200,9,1137
1960300,7,1019
1960400,10,1207
1960600,6,992
1960700,5,972
1960800,9,1120
1960900,9,1079
1961001,5,972
1961002,9,1087
1961100,9,1087
1961200,4,953
1961300,9,1125
1961400,9,1129
1961500,9,1129
1961600,9,1129
1961700,10,1173
1961800,10,1172
1961900,10,1195
1962000,10,1172
1962100,5,965
1962200,9,1080
1962300,9,1120
1962400,9,1080
1962500,10,1235
1962600,10,1235
1962700,9,1120
1962800,8,1045
1962900,9,1140
1963000,8,1050
1963100,9,1140
1963200,8,1037
1963300,8,1037
1963400,10,1189
1963500,9,1088
1963600,9,1088
1963700,2,907
1963800,3,927
1963900,6,980
1964000,5,970
1964100,5,970
1964200,8,1056
1964300,4,943
1964400,1,881
1964500,1,891
1964600,1,891
1964700,1,868
1964800,1,868
1964900,1,862
1965000,1,860
1965100,1,860
1965200,1,881
1965300,2,907
1965600,3,927
1965700,2,907
1965900,2,907
1966000,1,879
1966100,1,886
1966200,2,907
1966300,3,929
1966400,6,980
1966500,1,879
1966600,6,980
1966700,9,1097
1966800,9,1097
1967100,7,1016
1967200,5,966
1967400,9,1097
1967700,6,984
1967800,9,1097
1967900,3,919
1968001,6,984
1968002,3,919
1968100,3,929
1968200,3,929
1968400,4,946
1968500,6,978
1968600,5,954
1968800,5,963
1968900,5,963
1969000,4,944
1969100,1,892
1969200,4,944
1969300,1,892
1969400,1,892
1969500,1,892
1969600,3,921
1969700,6,984
1969800,1,893
1969900,3,918
1970000,3,927
1970100,1,896
1970200,1,863
1970300,1,886
1970400,1,880
1970500,1,878
1970600,1,880
1970700,3,922
1970801,3,918
1970802,7,1019
1970803,5,970
1970900,7,1019
1971000,3,922
1971100,5,970
1971200,1,878
1971300,2,902
1971400,4,935
1971500,6,980
1971600,5,962
1971700,5,962
1971800,6,991
1971900,6,991
1972000,2,912
1972100,6,980
1972200,2,912
1972300,2,912
1972400,3,933
1972500,3,933
1972600,3,933
1972700,6,992
1972800,6,993
1972900,6,993
1973000,2,901
1973100,1,891
1973200,2,899
1973300,4,951
1973400,1,891
1973500,1,891
1973600,7,1005
1973700,3,933
1973800,3,933
1973900,4,951
1974100,6,980
1974200,2,911
1974300,3,924
1974400,1,895
1974600,6,979
1974700,6,986
1974800,6,977
1974900,6,986
1975000,5,967
1975100,6,980
1975200,8,1069
1975300,6,979
1975400,5,967
1975500,9,1106
1975600,8,1071
1975700,10,1196
1975800,7,1010
1975900,7,1010
1976000,8,1041
1976101,7,1013
1976102,7,1013
1976200,7,1013
1976300,5,957
1976400,5,969
1976500,4,941
1976600,6,974
1976700,6,974
1976800,7,1029
1976900,7,1029
1977000,7,1029
1977100,8,1069
1977200,8,1069
1977301,10,1223
1977302,7,1020
1977303,10,1223
1977304,7,1021
1977305,8,1069
1977306,7,1021
1977400,7,1020
1977500,9,1111
1977600,7,1000
1977700,9,1111
1977800,8,1046
1977900,8,1041
1978001,4,937
1978002,6,1000
1978100,5,972
1978200,8,1046
1978300,5,972
1978400,4,936
1978500,5,972
1978600,8,1045
1978700,6,1000
1978800,5,957
1978900,6,994
1979002,4,937
1979100,8,1045
1979201,4,937
1979202,6,994
1979203,5,969
1979301,7,1021
1979303,8,1045
1979900,8,1045
1980200,8,1045
1980300,8,1045
1980400,8,1045
1980600,8,1045
1980800,8,1045
1981000,,
1981203,,
1981300,2,909
1981400,2,909
1981500,1,879
1981601,1,875
1981602,1,875
1981603,1,868
1981700,1,868
1981800,1,875
1981900,1,879
1982000,1,884
1982101,1,884
1982102,1,895
1982200,1,895
1982301,1,895
1982302,4,935
1982303,4,935
1982400,2,901
1982501,2,908
1982502,2,908
1982600,2,908
1982700,2,899
1982800,1,870
1982900,2,899
1983000,2,899
1983100,1,889
1983200,3,921
1983300,2,899
1983400,1,892
1983500,3,924
1983600,1,892
1983700,3,924
1983800,3,924
1983900,1,886
1984000,1,886
1984100,2,901
1984200,1,875
1984300,1,875
1984400,2,901
1984500,3,927
1984600,3,921
1984700,2,901
1984801,3,927
1984802,3,927
1984900,3,921
1985000,2,906
1985100,2,901
1985200,4,940
1985300,1,878
1985401,1,869
1985402,3,923
1985500,2,906
1985600,3,923
1985700,1,896
1985800,1,896
1985900,1,878
1986000,1,883
1986100,3,933
1986200,5,967
1986300,6,978
1986400,6,978
1986500,4,948
1986601,5,971
1986602,1,893
1986700,4,948
1986800,1,860
1986901,1,860
1986902,1,896
1986903,1,896
1986904,1,885
1986905,1,885
1987000,1,883
1987100,1,885
1987200,5,967
1987300,3,920
1987400,2,905
1987500,1,887
1987600,1,883
1987700,1,887
1987800,1,891
1987901,1,891
1987902,3,933
1988000,1,891
1988100,1,878
1988201,4,946
1988202,5,966
1988300,5,966
1988400,5,966
1988500,4,946
1988600,4,944
1988700,3,933
1988801,3,933
1988802,3,933
1988900,4,944
1989000,5,958
1989100,3,925
1989200,3,920
1989301,3,925
1989302,3,925
1989303,3,933
1989400,2,905
1989500,6,979
1989600,4,936
1989700,3,920
1989800,3,933
1989900,3,933
1990000,5,958
1990100,4,936
1990200,5,955
1990300,6,991
1990400,5,955
1990500,3,931
1990600,4,944
1990700,7,1009
1990800,6,984
1990900,8,1069
1991000,8,1069
1991101,7,1009
1991102,8,1069
1991200,6,979
1991300,8,1073
1991400,8,1073
1991500,2,912
1991600,2,912
1991702,8,1047
1991800,8,1047
1991900,6,976
1992000,6,991
1992100,6,976
1992200,6,976
1992300,7,1026
1992400,6,978
1992500,6,978
1992600,4,950
1992700,2,901
1992800,5,971
1992900,5,971
1993000,6,994
1993100,6,994
1993200,6,993
1993301,7,1020
1993302,7,1020
1993400,5,959
1993501,2,903
1993502,5,963
1993600,5,963
1993701,3,925
1993703,3,925
1993704,3,925
1993705,2,903
1993800,5,961
1993901,5,961
1993902,3,932
1994001,3,932
1994002,6,994
1994100,5,961
1994200,6,994
1994301,7,1020
1994302,5,973
1994400,7,1009
1994500,6,994
1994600,6,994
1994703,4,940
1994704,3,925
1994705,6,984
1994706,1,886
1994707,1,886
1994800,10,1229
1994900,10,1162
1995000,5,955
1995100,7,1013
1995200,10,1162
1995300,10,1229
1995400,10,1206
1995500,10,1206
1995600,10,1229
1995700,4,937
1995800,6,993
1995900,7,1013
1996000,5,955
1996100,4,937
1996201,3,925
1996202,4,937
1996300,1,897
1996400,1,897
1996500,4,938
1996600,4,938
1996700,3,919
1996801,3,919
1996802,1,874
1996900,3,919
1997000,9,1125
1997101,8,1069
1997102,8,1069
1997103,8,1069
1997104,,
1997105,8,1051
1997200,3,932
1997300,5,961
1997400,8,1051
1997500,8,1043
1997600,5,958
1997700,9,1095
1997801,3,932
1997802,5,958
1997901,5,958
1997902,3,934
1998000,3,934
1998100,8,1057
1998200,7,1027
1998301,8,1069
1998302,8,1069
1998402,6,975
1998403,9,1119
1998404,4,939
1998405,1,885
1998406,1,866
1998407,9,1095
1998501,3,934
1998502,2,904
1998600,1,873
1998901,8,1062
1998902,6,983
1999000,6,983
1999100,8,1048
1999200,7,1001
1999301,2,909
1999302,8,1042
1999303,7,1001
1999304,8,1048
1999403,1,897
1999404,1,897
1999405,5,960
1999406,4,937
1999407,4,937
1999408,3,921
1999409,1,883
1999500,5,961
1999601,5,958
1999602,1,883
1999705,8,1057
1999706,8,1042
1999707,7,1007
1999710,7,1013
1999711,9,1074
1999712,2,914
1999713,3,925
1999714,3,921
1999715,7,1010
1999716,2,905
1999717,4,947
1999719,3,921
1999720,7,1013
1999721,8,1039
1999722,4,935
1999723,1,891
1999724,3,930
1999725,3,930
1999726,9,1078
1999727,9,1097
1999728,9,1097
1999729,9,1097
1999730,9,1078
1999731,4,945
1999732,,
1999733,,
1999734,,
1999735,,
1999736,,
1999737,,
1999738,1,893
1999739,1,893
1999740,,
1999741,1,893
1999801,9,1090
1999802,9,1090
1999900,9,1132
2000000,7,1027
2000100,8,1062
2000200,8,1072
2000300,8,1048
2000400,8,1057
2000500,8,1057
2000600,7,1019
2000700,8,1064
2000800,8,1033
2000902,4,942
2000904,4,951
2000905,4,951
2000906,4,951
2000907,1,879
2000908,1,879
2001000,4,950
2001102,7,1013
2001103,8,1040
2001104,4,951
2001105,3,933
2001106,3,933
2001107,5,960
2001202,9,1075
2001203,8,1036
2001204,8,1036
2001205,8,1036
2001206,7,1002
2001207,7,1002
2001208,7,1016
2001209,8,1036
2001300,6,997
2001401,3,930
2001402,4,952
2001403,6,980
2001500,7,1016
2001602,6,987
2001603,3,930
2001604,1,875
2001605,3,921
2001606,1,879
2001607,3,921
2001608,1,875
2001609,3,921
2001700,5,957
2001800,6,988
2001900,5,961
2002000,4,945
2002100,5,961
2002200,,
2002400,,
2002500,7,1000
2002600,9,1090
2002700,5,973
2002800,9,1139
2002900,7,1030
2003000,6,975
2003100,5,973
2003200,8,1045
2003300,8,1045
2003400,4,935
2003504,7,1001
2003505,,
2003506,7,1009
2003507,5,973
2003508,6,984
2003509,3,925
2003510,2,899
2003511,3,933
2003513,4,935
2003514,4,935
2003515,3,933
2003516,3,925
2003517,2,910
2003518,2,910
2003519,3,920
2003520,3,920
2003521,2,904
2003522,2,904
2003601,4,938
2003701,1,867
2003702,2,900
2003703,2,900
2003704,4,945
2003705,3,921
2003706,3,921
2003707,3,921
2003708,2,900
2003709,4,945
2003800,5,970
2003900,5,955
2004000,9,1089
2004102,7,1012
2004103,2,915
2004104,,
2004105,1,897
2004106,,
2004107,1,897
2004108,,
2004109,1,897
2004110,,
2004111,1,897
2004112,1,897
2004201,6,978
2004202,6,995
2004301,6,995
2004303,4,938
2004304,4,938
2004400,6,997
2004502,2,912
2004503,2,912
2004504,3,926
2004505,3,926
2004506,4,938
2004601,2,912
2004602,1,895
2004603,7,1003
2004604,7,1003
2004605,7,1003
2004701,1,895
2004702,1,895
2004801,6,979
2004802,6,979
2004803,4,938
2004804,7,1003
2004805,6,979
2004806,4,952
2004901,4,952
2004902,4,952
2004903,4,952
2004904,4,952
2004905,4,952
2005000,1,895
2005100,7,1009
2005201,7,1009
2005202,7,1009
2005203,7,1009
2005204,4,952
2005300,3,918
2005400,7,1013
2005501,7,1018
2005503,9,1103
2005504,9,1103
2005505,4,942
2005506,4,942
2005507,4,942
2005600,5,967
2005701,4,938
2005702,4,938
2005802,3,933
2005804,5,967
2005805,5,967
2005806,4,938
2005807,3,933
2005808,2,900
2005809,2,900
2005810,2,900
2005900,3,933
2006000,4,935
2006100,5,967
2006200,3,922
2006300,5,966
2006400,4,943
2006500,6,987
2006600,3,923
2006700,4,947
2006800,4,948
2006900,4,947
2007000,3,930
2007100,5,954
2007200,5,964
2007301,5,969
2007302,2,915
2007401,2,904
2007402,6,979
2007500,4,944
2007600,7,1014
2007701,3,934
2007702,3,931
2007800,6,994
2007900,6,994
2008000,5,955
2008100,5,955
2008200,4,944
2008300,5,961
2008400,5,961
2008500,5,955
2008601,3,918
2008603,3,918
2008604,3,918
2008700,4,944
2008800,3,918
2008900,3,918
2009000,5,972
2009100,7,1001
2009200,5,972
2009300,6,999
2009400,4,952
2009500,6,999
2009600,7,1021
2009701,7,1001
2009702,7,1001
2009800,7,1021
2009901,7,1021
2010000,7,1001
2010100,6,994
2010200,7,1025
2010301,9,1092
2010302,7,1025
2010303,9,1110
2010304,8,1067
2010400,8,1038
2010501,10,1168
2010502,9,1123
2010600,7,1017
2010700,8,1056
2010800,8,1056
2010900,9,1106
2011000,6,990
2011100,9,1134
2011200,6,990
2011300,9,1134
2011400,9,1096
